marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
US	42818234	R2HEI3GG50YP2L	B00MYXTCGY	39020414	TurboTax Deluxe Fed + Efile + State	Software	3	5	5	N	N	Thank you for screwing up so bad! H&R Deluxe is now Free for those who switch!	".<br />** Update Feb 1, 2015: I just got my 100% free copy of H&R Block Deluxe Federal + State 2014. It's for anybody who used TurboTax in 2013 and wants to switch. You just send them an email with your 2013 invoice or product key. Google \\""H&R Block Giving Free Tax Software to Disgruntled TurboTax Users\\"" to see if their offer is still open and the correct email address to use. **<br /><br />This year TurboTax Deluxe has removed support for Schedules C and D. (You can still fill in the forms in the software and file your return on paper if you want.)<br /><br />I might give it 2-stars, except I just got their \\""We're sorry and we want to make it right\\"" letter chocked full of weasel-talk.<br /><br />Instead of being honest about why they removed support for Schedules C and D, they say:<br /><br />\\""However, as new online and mobile technologies emerged, our products, and the tax scope and features they included, began to differ, leading to customer confusion. These differences also impeded our ability to introduce new innovations across our entire product line.\\""<br /><br />In essence, \\""we did this to avoid confusion and help us be more innovative.\\""<br /><br />Right."	2015-01-27
US	23614200	R2240C419908SU	B00D9ILK7W	259525938	Office Suite	Software	2	4	5	N	Y	Two Stars	It arrived quickly, but there was no registration key included in the unopened box.	2015-07-19
US	49737446	R2A296768268T6	B00MA5TUEU	83475114	Quicken Premier Personal Finance & Budgeting Software 2015	Software	3	3	4	N	Y	Still like MS Money better...	Product works, but I used to use MS Money years ago, and I thought that Quicken, being the &#34;standard&#34; product it is, would be better, but it's not even as good as the 10 year old version of MS Money...  Might have to go back to MS Money...	2015-08-21
US	44104718	RS5N39K6UVVTI	B000FOOEQW	19699911	Pajama Sam Life is Rough When You Lose Your Stuff (PC)	Software	5	0	0	N	Y	Five Stars	great	2015-04-26
US	10496431	R3E038H6EWCSN8	B00MYXTCNC	917377282	TurboTax Premier Fed + Efile + State	Software	3	0	0	N	Y	Annoyed by Intuit, Again	As others have noted, Intuit has materially changed the content of their Delux version, forcing their customer to pay more to get required forms.  Very poor choice on their part.  Shoddy product vision, strategy, and marketing.	2015-03-05
US	17917303	R2GC9JXHX13QHV	B009VL9YGU	79884616	Microsoft Office 365 University 4-year Subscription	Software	5	0	0	N	Y	Customer Satisfied	All aspect of purchase went well and delivered on time. Microsoft even went an extra mile to help me register and get through dowload processing errors.	2015-05-15
US	18276961	R31C74GWCYJXGU	B00MA5TUEU	83475114	Quicken Premier Personal Finance & Budgeting Software 2015	Software	1	0	0	N	Y	Horrible product. dont get this	Horrible product. dont get this. I would try something else. i regret getting this piece if junction. i'm  always having problems with this program not downloading transactions. i hate it.	2015-02-15
US	781299	R1I6BJYZZ20CU5	B00PTOOTKY	635811043	WINDOWS 7 All Version 32/64 bit.*NOW* w/Network Drivers added. Full Support included.	Software	2	1	2	N	Y	It arrived too late. I called a specialist who ...	It arrived too late. I called a specialist who fixed my computer. Planning on returning the disc. Haven't broken the seal!	2015-06-02
US	12456007	R2505IEEA3GBVH	3293007546	562591114	Malwarebytes Anti-malware Pro Activation Key(lifetime)	Software	5	0	0	N	N	Five Stars	love it	2015-06-05
US	12992469	R33HSAXI6QN7E2	B001J8CMR6	339797365	Early Learning Fun: Skill Challenge	Software	5	0	0	N	Y	Great leaning fun for a 4 to 7 year old	This is older software, still relevant to the age group of 4 to 7 years of age. As the child plays each game in the software group it gets progressively harder, cultivating leaning without over whelming the child. Each game is captivating and non boring. Games run on any computer with a Pentium  processor or above, 16mb ram, CD-ROM, and windows 95SE to Windows Vista (32 bit only, will not work in the 64 bit version of Windows).	2015-07-20
US	1405982	R3Q19SGAS8R7RB	B00E1L1P5I	624692170	Manga Studio EX 5	Software	5	0	0	N	N	Five Stars	This is just a test	2015-05-11
US	18440567	REJPBMGH0KEF3	B00N4OLCRO	776572654	Photoshop Elements 13	Software	1	1	1	N	N	Just stopped working and did not have any support	I purchased Adobe Photoshop Elements 13 (PSE 13) directly from Adobe as an upgrade to PSE 10. I've been using PSE since it came out many years ago. I owned and used PSE 1 (original version) and have been very happy with the capabilities of PSE for its price. It is a very good product in its price category. I've been using PSE 10 for several years, and it was an upgrade from PSE 8. There was growing pains with PSE 10 that were eventually resolved, however, Adobe Photoshop Elements technical support SUCKS! I've had trouble getting access to technical support on every turn. Once you buy the software, you are basically on your own. It shouldn't be this way for a company like Adobe. Maybe Adobe has 'farmed' out PSE to India or some other country and don't want to service it like it does its other products. Anyway, it doesn't bode well for a product from a well respected company such as Adobe is. On the matter of PSE 13, since I installed it after downloading it from Adobe's own site, it continues to stop working. Most time it 'stops working' before I can get to use it. Only on a few occasions have I been able to use the software for more than a few minutes before I get the message that it has 'stopped working and will be closed'. Of course, trying to find a reliable and expedient means to contact Adobe PSE technical support is fruitless. They've built a 'circular run-around' into their help menu on the website for accessing technical support. It gets your no where when you try to follow the links. As many has stated in other reviews, the past products have been great applications when you get a working version, however, that tends to be an effort to get your product to that state. And it shouldn't be that way. If I could reverse course and get my money back I would, but I just can't figure out how to do that from the Adobe PSE website. It is most frustrating!!! I consider myself a fairly literate computer user, one that knows his way around a computer operating system and the many issues that I've dealt with over the many years of working with computers. However, Adobe has let all users down with their new strategy for PSE. By not servicing their customer base in a timely manner, will surely lead to defections. I for one will start looking for another product that provides the same capabilities that PSE does. And if that product proves to be reliable and stable, I will be willing to pay a little more for it. In today's 'computer environment', the customer should be better served than what we are getting from Adobe on Photoshop Elements!d the many issues that I've dealt with over the many years of working with computers. However, Adobe has let all users down with their new strategy for PSE. By not servicing their customer base in a timely manner, will surely lead to defections. I for one will start looking for another product that provides the same capabilities that PSE does. And if that product proves to be reliable and stable, I will be willing to pay a little more for it. In today's 'computer environment', the customer should be better served than what we are getting from Adobe on Photoshop Elements!	2015-08-26
US	4458985	RBOFXHXBG8SCN	B005PPVFZE	305888785	Big Fish 205685 Vatican Mysteries and Buckingham Palace Hidden Object Combo Pack	Software	1	0	0	N	Y	Hated this game	Hated this game. The software didn't work. It got stuck on one scene and there it stayed. Installed and uninstalled six times. Still no go. I'm not happy. Shane	2015-05-16
US	17373435	R2K2IAVJMIZ98Z	B00MCLGAOU	625882117	QuickBooks Premier 2015	Software	5	1	1	N	Y	Excellent Product	There were a lot of &#34;mask&#34; changes in this version of QuickBooks Premier from the previous version I owned (which was 2012, also owned 2009 prior to that)<br /><br />Some of the changes were a little challenging at the beginning, but as I have worked with the product on a daily basis, it has become effortless to use the new version.  Everything in the company file converted to the new version with no problem - this had been a big concern.<br /><br />Although I'm not a big fan of being forced to upgrade, I do understand the reasons behind the need to keep up with the newest technologies and the problems that can occur if you don't.	2015-05-27
US	50273043	R3TPRD51E0AGHD	B00N848ZMK	698818373	"Microsoft Windows 7 ""All-in-One"" Install Repair Restore DVD Home Premium, Professional & Ultimate - 32bit"	Software	5	1	1	N	Y	Five Stars	the disc works very well as described	2015-03-17
US	43908127	R3HVH1QGIU7WUE	B00P6U8BA0	489767444	Block Financial H&R Block Tax Software 14 Deluxe + State	Software	1	1	62	N	N	Dumb think for them to do	I am a Turbo-tax user for over 20 years and finally I have had it with it. The changes that they made for 2014 was the last straw. I have not purchased the 2014 software as of now and I am looking for alternatives to Turbo-tax, perhaps I will purchase HR Block tax software unless Turbo-tax decides very quickly to  restore what they have taken out of Turbo-tax Deluxe. Dumb think for them to do, this is not how to treat loyal customers by giving them less and charging more for it. Good by Turbo-tax!	2015-01-12
US	10936886	RBLPVPFFZHIN	B00N4OLCQ0	114917954	Photoshop Elements & Premiere Elements 13	Software	2	2	4	N	Y	Two Stars	not very intuitive like prior ones.	2015-03-02
US	28253683	R32NKNX8297SSJ	B00NLJ0XPO	256441279	Mod Design 1 – Kids Ages 8-14 Learn to Code in Java with Minecraft ® (PC & Mac) [Online Code]	Software	5	4	5	N	Y	Very Positive Experience	We bought this for our 11-yr-old son, who is interested in video gaming and is well versed in Minecraft. It loaded and initiated with no problems at all on a PC laptop currently running Windows 7 and the most recent versions of both Minecraft and Java. We did not need to reload any older versions of either program. He has been steadily plowing through the lessons, loving every minute of it. He ran into difficulty once and used the help button to email his question. He sent the inquiry on a Sunday evening, and he had a response before noon the next day. The support email was nicely detailed and helped him locate the problem. Our experience has been overwhelmingly positive.	2015-02-03
US	38069101	R19PGS8Q1CPO8O	B003VUM9XM	771670305	The Print Shop v.23	Software	5	0	0	N	Y	Great Update in Print Shop programs.	This program is perfect for my needs! I needed a desktop publisher for work and this made it possible to transfer most of my previous newsletters and calendar to a new computer. It loaded fine on Windows 7 and is easy to use.	2015-02-19
US	13358821	R33MIASKCMKWL2	B00F8K9MZQ	366840955	TurboTax Deluxe Fed, Efile and State 2013	Software	5	0	0	N	Y	Five Stars	same I get every year	2015-02-05
US	11780441	RE3F2872GDZKG	B00NLAS8FA	936347792	Nancy Drew: Labyrinth of Lies	Software	5	0	1	N	N	Another day, another mystery for Nancy to solve!	Labyrinth of Lies is a great game. It is set in Greece, where Nancy must solve a puzzling mystery at a museum. I loved the museum setting (also used in the Secret of the Scarlet Hand) - It's so fun to see that again! I also enjoyed all of the characters! They felt very realistic and they looked amazing. HER's graphics keep improving, and with this game, you could see so many little details here and there. The puzzles were fairly enjoyable and not overly hard. I really liked how this game felt like a cross between the older games and the newer ones. The writing was good, the setting was enjoyable, the mystery was intriguing, and overall, I had lots of fun playing it! I look forward to the next game!	2015-03-29
US	1510375	R3ICYX92CFLQ9C	B010QXASPM	535750798	Ar nosurge Plus [Limited Edition] - PlayStation Vita	Software	5	1	6	N	Y	Game is also good too	Package came on time and with no damages, very satisfied	2015-07-24
US	15792482	R1TYB7JQU94360	B00IX3U0D8	131156971	The Print Shop 3 for Mac	Software	5	6	6	N	Y	Love Print Shop!	I've loved having Print Shop again after having it on my PC for years & now, having switched to an Apple. I've had no trouble with it at all. I've loved making return address labels again, as well as cards & business cards. Endless possibilities!	2015-08-05
US	11700540	R3EVZZUWXD9JGD	B00P6U8C5Y	871602905	Block Financial H&R Block Tax Software 14 Premium + State	Software	5	0	0	N	Y	H&R is fine alternative to Turbo Tax	Fine alternative to Turbo Tax.	2015-01-28
US	39474553	RE9N4VHQ65TGE	B008NP76G0	677817265	Dragon NaturallySpeaking Premium 12 Spanish	Software	5	1	1	N	Y	Virtually Flawless Straight Out of the Box	I was working with the older version 9.5 and upgraded to this one.  In the past whenever I upgrade it requires some &#34;re-learning&#34; by the upgraded program.  This one was virtually flawless straight out of the box.  Running with only 4GB RAM and it has been fast and reliable.  Although I purchased the version 12, the software immediately upgraded to 12.5 upon installation and launch.	2015-04-12
US	43672796	R2H9CWGRXPEG87	B004079BUO	885688318	Discover 4 Game Pack - 4 Globetrotting Mystery Adventures	Software	3	0	0	N	Y	Three Stars	I wanted arcade games. These are different.	2014-12-09
US	11429912	R31NIBND77J325	B001BFLVG0	935099993	Dazzle Video Creator Plus Video Editing	Software	4	0	0	N	Y	Four Stars	Very good.	2015-01-11
US	50785773	R2CIF42DPYHXYJ	B00L313JO4	962881981	Professional Hard Drive Eraser / Wiper CD Disc Disk 32/64Bit [Windows - Linux - Mac]	Software	4	0	1	N	Y	Seves a need	Good product at a fair price. Very quick shipping.	2014-12-21
US	21244728	R1Q5JO6SCV4PL5	B00MUY6KY4	467684918	Trend Micro Maximum Security 2015 3 Devices	Software	5	1	1	N	N	Great product, do not renew at their website, save $$$$	I am on my first year renewal , love the product, but when you get alerts that you need to renew they want to take you to their website. Save $15 and just purchase from Amazon again. Great product, no problems in the first year, just repurchase from Amazon.	2015-06-13
US	30407715	R1MFXT2GCCKYYJ	B00B5P23SG	26353724	VHS to DVD 7.0 Deluxe	Software	1	0	0	N	Y	One Star	Unable to work with this. Does not work with my camcorders.	2015-01-14
US	49395530	R3KJM3QUDI3S4H	B00MV9EL6M	482986152	Norton Security	Software	5	0	0	N	Y	Best Product, Best Price	Norton is the best virus program I've ever used. I have used several rivals but Norton has always been the easiest and least intrusive of them all. After checking a number of different retailers, the cost of Norton Security on Amazon was the best deal. As usual, Amazon was very prompt in the delivery.	2015-04-07
US	3066626	R3NKXGOIZXZIUM	B00EZJRS8E	477950446	Mavis Beacon Teaches Typing Powered by UltraKey - Personal Edition	Software	5	0	0	N	Y	Mavis Beacon Teaches Typing	It is a really good & updated version of Mavis Beacon Teaches Typing.	2015-06-25
US	13138295	R2KW7DLGNEJUU8	B00MA5TUGI	925385625	Quicken Deluxe Personal Finance & Budgeting Software 2015	Software	1	1	1	N	N	Poor upgrade	This upgrade is nothing special, and the only reason that I did the upgrade is that I did not want a version that is too old and may begin to have problems with new operating systems.  The user interface is completely changed and is not configurable to the old more familiar look and feel.  The calendar has been destroyed and being able to pull from the memorized payee list upcoming bills is now an ordeal . . . . completely new time consuming procedures.<br /><br />Navigating around the the various screens is much more cumbersome.  It seems that the attempt to make the software smarter than the user and thereby anticipate what should happen next was an object of the upgrade.  I hate that and I hate that options are not available to configure the screens and screen actions is not configurable.<br /><br />I prefer my older version and only upgraded is to remain highly compatible as new operating systems emerge, otherwise older is better.<br /><br />Intuit is going for the big bucks which is evident with TurboTax also which is inferior to TaxAct, at a far higher price.  There no longer seems to be any competitor for Quicken, which means Intuit can pump out any garbage.	2015-01-28
US	17158171	R1AHJKMMXIPVQP	B008TN81ZG	364111272	Sketchbook Pro 6	Software	5	0	0	N	Y	Five Stars	Thanks 😊	2015-03-02
US	50765067	RQ191VQY08AEO	B008MR36FE	38217782	Dragon NaturallySpeaking Home 12.0, English (Old Version)	Software	1	0	0	N	Y	therefore useless and a waste of money	Would not install on either of my laptops, therefore useless and a waste of money. My laptops are Windows 7 and 4GB RAM. I give this product a -30.	2015-01-15
US	13349575	RZ630DMELUW44	B00MV9EL6M	482986152	Norton Security	Software	5	1	1	N	N	Five Stars	works good	2015-05-19
US	52225661	R11RY0NW6CGDP	B00MUY6LL6	326971412	Trend Micro Premium Security 2015 - 5 Devices	Software	4	0	0	N	Y	Four Stars	Have used Trend Micro for 8 years.	2015-03-17
US	45126699	R1VSE6FVX4BI80	B00MYXTCIM	682709709	TurboTax Home & Business Fed + E-File + State	Software	5	0	0	N	Y	I have been using this product for a few years ...	I have been using this product for a few years now. This year I had some issues with filing and called them. They stayed on the phone with me until the problem was solved.	2015-03-10
US	11263626	R2UVLE346XSM5W	B000HYUJX2	26731038	Checksoft Home & Business	Software	1	1	1	N	N	Terrible program. I have been working with applications since ...	Terrible program. I have been working with applications since the days of DOS, Lotus, Word Perfect, etc. What a rip-off.	2015-05-02
US	31758613	R1OKBOL0964NVX	B00E1L1P5I	624692170	Manga Studio EX 5	Software	5	0	0	N	Y	art time fun	great program for art creativity got it on sale made me happy	2015-03-25
US	50944398	R34ENFUPRZA4JJ	B00IX3U0D8	131156971	The Print Shop 3 for Mac	Software	2	5	6	N	Y	I returned it and decided to give Hallmark for Mac a try- and (so far) am very pleased- so much better than PRINT SHOP	I found the card selections to be minimal and old-fashioned.  They appeared to be styles you might find in a garage sale.<br />I returned it and decided to give Hallmark for Mac  a try-  and (so far) am very pleased- so much better than PRINT SHOP.	2015-01-19
US	48901685	R3W2I2P78SHL5M	B0007G9760	698463704	Lavasoft Ad-Aware Plus Edition	Software	2	0	0	N	Y	Two Stars	average	2015-08-06
US	26343801	R1STUZP02T19L6	B00MA5TSNI	16665562	Intuit Quicken for Mac 2015	Software	1	6	7	N	N	I should have listened - a terrible accounting/personal finance program	I should have listened to the other reviewers.  Very unuseful program.  It basically keeps a running track of your cash - no balance sheets, no income statements, cannot create memorized reports.  All in all, I will be shelving this program and going back to Quicken 2005!  That a pretty damning statement.  In 10 years, they have gone backwards instead of forward.  DO NOT BUY THIS PROGRAM!	2015-01-20
US	7080939	R2440G2Y5ZA8NR	B001967GN8	693424671	Jumpstart Advanced 2nd Grade	Software	5	0	0	N	N	Five Stars	jump start 2nd grade	2015-05-15
US	45467894	R2K09QDIO9XWG9	B00EZKNY8G	81020732	SecureAnywhere Intermet Security Complete 5 Device	Software	5	1	1	N	N	Fast. Faster. Fasterer.	Wonderful, doesn't slow down my computer at all. I mean, unlike any other vendor that makes this promise, Webroot is actually saying the truth!<br /><br />Just 2,2MB OF RAM, THAT'S INSANE! And, by now, so far so good when it comes to virus detection!<br /><br />What can I say. I am in love.	2014-12-12
US	46899823	R2QGVGKBV6Z5A8	B00HVCKZG4	812128096	Phantasy Star Online 2 Episode 2 Deluxe package [Japan Import]	Software	5	0	0	N	Y	Five Stars	Great! Thanks~!!	2015-03-02
US	45599712	R2DOVHHAQTU83B	B00MYXTCIM	682709709	TurboTax Home & Business Fed + E-File + State	Software	4	1	2	N	Y	So Far So Good	So far, so good. IRS has yet to publish several forms, as does the state of North Carolina. Will update review in January when updates are available and we do our taxes.	2014-12-29
US	15026629	RPAXL9T1DHS8R	B002L77PR6	659133027	Norton Antivirus 2010 1-User	Software	5	0	0	N	Y	Five Stars	Good to have when there are many hacks, spam and websites that can have viruses	2015-01-06
US	27945161	R6I32MX8LV7DJ	B005LA9ZNC	99314852	AVG Technologies AVG Internet Security + PC Tuneup 3user 2012 [Old Version]	Software	5	0	0	N	Y	Best Internet Security Program	Used other programs and this is the best. Been using this program for all the computers for many years. Great price for the 1-year 3-user subscription.	2015-05-04
US	37204808	R1R09MU0X460CR	B00LG25894	782941291	Windows 7 Professional SP1 32bit (OEM) System Builder DVD 1 Pack (For Refurbished PC Installation)	Software	1	3	3	N	Y	One Star	The key was invalid and I didn't hear back from my comment on it.	2015-07-29
US	15260371	R2C8HJ498OMOY2	B007EIIC6U	87825485	MAGIX Audio Cleaning Lab MX	Software	4	0	0	N	Y	Four Stars	ok	2015-08-26
US	344408	R26BDWL013T85F	B00337D8U6	594602360	Microsoft Office 2010 Home & Student 3PC /1 User [OLD VERSION]	Software	5	0	0	N	Y	Very Pleased	I am very happy with 2010.  It does what I want when I want.  I would recommend it to anyone.  It is easy to use and for folks not used to the product the learning curve is short.	2015-04-03
US	5942523	R1LG7NKJHZWQJX	B00EZQYC8G	991059534	Norton Internet Security 1 User 3 Licenses	Software	4	0	0	N	Y	It was pretty spendy, and I probably won't be renewing it ...	Upon my PC tech's recommendation, I bought this anti-virus software. It was pretty spendy, and I probably won't be renewing it and going with something less expensive but reliable this year.	2015-02-14
US	13739994	R2NETRBDK22SF8	B00N4OLCRO	776572654	Photoshop Elements 13	Software	5	4	5	N	Y	Works like a charm...No problems at all...	I ordered this software even after reading all those dire warnings of how it won't install and how it crashes etc etc etc. Well for me, and I have a new HP 64bit 8GB Ram 1 TB HD with Windows 8.1 and i7 processor, it installed with no problems at all. You do need to register (your email address) and create a password and type in the serial numbers from the box the DVD disk comes in. The program works perfectly and I was semi familiar with it as I have Adobe Photoshop Elements 10 on an older computer. I love the new features like photo merge, easy as can be to merge something from one photo onto another photo and then save as a JPEG if wanted. I'm very pleased with my copy of this software and highly recommend it.	2015-02-03
US	7115129	R15XNURUO3C5D6	0439381673	833395269	The Oregon Trail Fifth Edition	Software	5	0	0	N	Y	Awesome	Best game ever. And it came so quickly!	2015-04-16
US	5540712	R3EJH8U6EQVJ2W	B003VUM9XM	771670305	The Print Shop v.23	Software	1	0	0	N	Y	One Star	I haven't figured out how to use it.	2015-05-15
US	41753371	R25Y0UP09F4G9K	B001O4TE3A	524657635	Swap Meet & Flea Market Volume 1 Vector Clipart Vinyl Cutter Slgn Design Artwork-EPS Vector Art Software plotter Clip Art Images	Software	5	0	0	N	Y	Five Stars	Will buy again!!! Thanks.	2015-04-06
US	37677767	R2YPXIUIIOV47P	B000Q6ZK3K	388679672	Microsoft Works 9.0	Software	5	1	1	N	Y	Five Stars	It works fine, as I expected it to.	2015-01-10
US	47452338	R3BOHG7GQ4SV99	B00NASFCDO	601037731	Cyberlink PhotoDirector 6 Ultra	Software	4	2	2	Y	N	Very nice. No complex bells and whistles	I have very little to complain about -- other than what one reviewer stated-- the zoom tool does not let you zoom into one specific area.<br /><br />PD6 was easy to install, is simple enough to use from the very beginning, has a very nice Help feature that I plan to download and print (116 pages give or take) so I can take advantage of and learn the finer points. Registration was easy. PD6 reminds me of the wonderful Adobe PhotoElements program that I had on my older computers (Win 97, XP).	2014-12-26
US	31659152	R1FLMV95PDRO46	B00LC9UU6C	325816739	Kaspersky Internet Security 2015 3 User, 1 Year	Software	5	0	0	N	N	Five Stars	Excellent product.  Working well.  Thank you.	2015-06-08
US	14485857	R588RG2OI68MC	B002ZF31NQ	466920814	Learn Spanish: Fluenz Spanish Latin America 1+2+3+4+5 for Mac, PC, and Phone, Version 3	Software	5	4	5	N	Y	¡Buen Trabajo Sonia Gil y Equipo Fluenz! Good Job Sonia Gil and Team Fluenz!	I learned so much in my language immersion classes; however due to unforeseen circumstances, I was not able to complete them. It took a while  to find an effective Spanish language program to mend the gaps in my language learning. Thankfully, I found and purchased Fluenz last holiday season at a great sales price and I was not disappointed! It arrived quickly and came in a neat little box. This is an excellent language learning tool! It cleverly uses the English language to leverage the student's knowledge toward the new language. At times, it seems like it goes over the same information again and again, but it does provide new words and grammar little by little, as to provide a very strong foundation (and a natural transition) from English to native Spanish. Now a little Spanish: Este programa es una herramienta de aprendizaje excelente! Espero que este repaso puede ayudarles.	2015-04-25
US	47081930	R20NWFBXMQDAJU	B00MYXTCGY	39020414	TurboTax Deluxe Fed + Efile + State	Software	5	3	33	N	Y	Five Stars	Turbo tax has always worked for me	2014-12-16
US	1941022	R21Y20Y5QGF6KY	B00EOQZB0A	219182080	Adobe Photoshop Elements 12	Software	4	0	0	N	Y	I am gradually... I repeat GRADUALLY. ...	I am gradually...I repeat GRADUALLY...learning more about this software that can do way more than I even want to do.  It would help you to have an off-line mentor to help you wade through.	2015-03-15
US	32021594	R2J7HIFU47ET66	1608299775	542176452	Learn English: Rosetta Stone English (American) - Level 1-5 Set	Software	4	0	0	N	Y	Four Stars	I GAVE 4 STAR BECAUSE IT IMPOSIBLE TO COMUNICATE WITH THEM PLUS ONLY HAS 3 LIVE ONLINE SESSIONS	2015-01-04
US	38686988	R36CEXBSJR4TAW	B00M77U58Q	914385376	AVG Protection 2015, 2-Year	Software	4	1	2	N	Y	Not easy to install - but eventually works well	There are no instructions in the box so I hope you're fair at downloads and installations of on-line software. Once I figured out how this all works, it wasn't too bad. A brief explanation or end-user quick-reference might have been a help. Otherwise, the product works as expected.	2014-12-21
US	30290426	R3K6AVUDP75CAU	B00Q03MTT6	378053614	Viva Media Mystery Masters: 9 Clues 2 - The Ward	Software	5	0	0	N	Y	Five Stars	good	2015-02-23
US	20824858	R1HWIS48XOMIX	B005TK64AQ	70285996	TurboTax Deluxe Federal + E-file + State 2011 [Old Version]	Software	1	0	0	N	Y	One Star	a mistake in useyng this product	2015-08-14
US	29661561	R3V3I5S8Y15RH7	B007QYZ08A	793267093	WordPerfect Office X6 Home & Student	Software	5	0	0	N	Y	Five Stars	Great for my home office.	2015-05-01
US	39015732	R1DBDNNBDGIK05	B00T71GS90	9681631	Microsoft Windows 7 Professional With Service Pack 1 32-bit - 1 PC	Software	5	0	0	N	N	Five Stars	EXCELLENT	2015-07-04
US	48830139	R2M7FE32OC7F5Q	B00MYXTCGY	39020414	TurboTax Deluxe Fed + Efile + State	Software	4	0	1	N	Y	Excellent again	Year after year an excellent product that I wish were less expensive.	2015-05-16
US	17149798	R2F3UCYXOZ9OOG	B00NGIYH6Q	407096032	Nuance Dragon Professional 13.0	Software	4	2	4	N	Y	Four Stars	Much improved over previous additions.	2015-05-26
US	19651997	RSIV3A8K4VNU0	B00MA5TUGI	925385625	Quicken Deluxe Personal Finance & Budgeting Software 2015	Software	1	0	0	N	Y	One Star	whould not load on computer, called tech support and no help.  Returned for credit	2015-02-28
US	24647847	RWZ1V82BMY3XT	B007MDQI22	600617919	MICROSOFT OFFICE BASIC EDITION 2003	Software	5	2	2	N	Y	Very satisfied. Thank	Solved the problem I had after I got my new computer.  Shipping was fast.  Very satisfied.  Thank you	2015-03-01
